ARQUIVO,PARTIDO,FUSAO_MENCIONA,FUSAO_INSTANCIA,FUSAO_QUORUM,FUSAO_MAJ,FUSAO_VOTO,FUSAO_CRIA,FUSAO_REJEITA,INCORPORACAO_MENCIONA,INCORPORACAO_INSTANCIA,INCORPORACAO_QUORUM,INCORPORACAO_MAJ,INCORPORACAO_VOTO,INCORPORACAO_CRIA,INCORPORACAO_REJEITA,DISSOLUCAO_MENCIONA,DISSOLUCAO_INSTANCIA,DISSOLUCAO_QUORUM,DISSOLUCAO_MAJ,DISSOLUCAO_VOTO,DISSOLUCAO_CRIA,DISSOLUCAO_REJEITA,ESTATUTO_MENCIONA,ESTATUTO_INSTANCIA,ESTATUTO_QUORUM,ESTATUTO_MAJ,ESTATUTO_VOTO,ESTATUTO_CRIA,ESTATUTO_REJEITA,FEDERACAO_MENCIONA,FEDERACAO_INSTANCIA,FEDERACAO_MAJ,FEDERACAO_VOTO,FEDERACAO_CRIA,FEDERACAO_REJEITA,ID
estatuto-do-partido-21-11-2003-resolucao-tse-no-21.2004,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,123
estatuto-do-partido-psdb-23-11-2007-resolucao-tse.2008,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,124
tse-estatuto-psdb-2011,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,125
tse-estatuto-psdb-de-18-5-2013-deferido-em-13-8-2013-1427215183593,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,126
tse-estatuto-psdb-de-5-7-2015-deferido-em-8-9-2015,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,127
tse-estatuto-psdb-de-9-12-2015-deferido-em-29-3-2016,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,128
tse-estatuto-psdb-de-09-12-2017-deferido-em-21-8-2018-substiuicao-em-10-2-2020,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,129
estatuto-do-partido-socialismo-e-liberdade-de-6-6.2004,PSOL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,130
estatuto-do-partido-socialismo-e-liberdade-de-1-4.2010,PSOL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,"NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO",NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,131
tse-estatuto-psol-de-2-12-2017-deferido-em-11-12-2018,PSOL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,"NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO",NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,1,CONVENÇÃO NACIONAL,QUORUM 1/3,REGRA ESCOLHIDA EM CONVENÇÃO ANTERIOR,DECIDIDO POR REGIMENTO ANTERIOR,CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,132
estatuto-do-partido-socialista-dos-trabalhadores1317918668600,PSTU,1,COMISSÃO EXECUTIVA NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,"NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO",NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,133
estatuto-do-partido-socialista-dos-trabalhadores1317918566440,PSTU,1,COMISSÃO EXECUTIVA NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,"NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO, NÃO MENCIONA DISSOLUÇÃO",NÃO MENCIONA DISSOLUÇÃO,NÃO MENCIONA DISSOLUÇÃO,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,134
estatuto-do-partido-socialista-dos-trabalhadores1317918457871,PSTU,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,135
estatuto-do-partido-socialista-dos-trabalhadores,PSTU,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,136
tse-estatuto-do-pstu-aprovado-em-11-9-2014,PSTU,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA SIMPLES,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,137
estatuto-do-partido-de-22-12-1995-resolucao-tse-no.1996,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM INFORMAÇÃO,SEM INFORMAÇÃO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,138
estatuto-do-partido-de-11-3-2001-resolucao-tse-no.2002,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,139
estatuto-do-partido-de-5-10-2007-resolucao-tse-no.2008,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,140
tse-estatuto-do-pt-deferido-em-5-junho-2014,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,141
tse-estatuto-do-partido-pt-de-29-10-2015-aprovado-em-3-5-2016,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,142
tse-estatuto-do-partido-pt-de-3-6-2017-aprovado-em-17-10-2017,PT,0,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,"NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO, NÃO MENCIONA FUSÃO",NÃO MENCIONA FUSÃO,NÃO MENCIONA FUSÃO,0,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,"NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO, NÃO MENCIONA INCORPORAÇÃO",NÃO MENCIONA INCORPORAÇÃO,NÃO MENCIONA INCORPORAÇÃO,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,143
